"Stewball|The Asch Recordings, Volume 4: Buffalo Skinners","2","32122","Stewball","Woody Guthrie","Woody Guthrie","The Asch Recordings, Volume 4: Buffalo Skinners","P:\FANTOM HDS721010CLA332\Media\Music\Woody Guthrie\The Asch Recordings, Volume 4 Buffalo Skinners\16 - Stewball.mp3"
"Stewball|The Asch Recordings, Volume 4: Buffalo Skinners","2","32132","Stewball","Woody Guthrie","Woody Guthrie","The Asch Recordings, Volume 4: Buffalo Skinners","P:\FANTOM HDS721010CLA332\Media\Music\Woody Guthrie\The Asch Recordings, Volume 4 Buffalo Skinners\21 - Stewball.mp3"
"Salvation|We Walk This Road","2","20918","Salvation","Randolph, Robert & The Family Band",,"We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Randolph, Robert & The Family Band\We Walk This Road\17-Salvation.mp3"
"Salvation|We Walk This Road","2","21730","Salvation","Robert Randolph & The Family Band","Robert Randolph & The Family Band","We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Robert Randolph & The Family Band\We Walk This Road\17-robert_randolph_and_the_family_band-salvation.mp3"
"Runaround Sue|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30790","Runaround Sue","Dion","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-342 Runaround Sue 2.mp3"
"Runaround Sue|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30792","Runaround Sue","Dion","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-342 Runaround Sue.mp3"
"La Bamba|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30802","La Bamba","Ritchie Valens","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-345 La Bamba 2.mp3"
"La Bamba|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30804","La Bamba","Ritchie Valens","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-345 La Bamba.mp3"
"Something's Burning, Baby|Empire Burlesque","2","4372","Something's Burning, Baby","Bob Dylan","Bob Dylan","Empire Burlesque","P:\FANTOM HDS721010CLA332\Media\Music\Bob Dylan\Empire Burlesque\09 Something's Burning, Baby.mp3"
"Something's Burning, Baby|Empire Burlesque","2","4376","Something's Burning, Baby","Bob Dylan","Bob Dylan","Empire Burlesque","P:\FANTOM HDS721010CLA332\Media\Music\Bob Dylan\Empire Burlesque\11 Something's Burning, Baby.mp3"
"Can't Lose What You Never Had|Stand Back: the Anthology","2","23234","Can't Lose What You Never Had","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\06 Can't Lose What You Never Had.mp3"
"Can't Lose What You Never Had|Stand Back: the Anthology","2","32526","Can't Lose What You Never Had","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\2-06 Can't Lose What You Never Had.m4a"
"I Know You Rider|Birth of the Dead","2","9576","I Know You Rider","Grateful Dead","Grateful Dead","Birth of the Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\Birth of the Dead\02 I Know You Rider.mp3"
"I Know You Rider|Birth of the Dead","2","9622","I Know You Rider","Grateful Dead","Grateful Dead","Birth of the Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\Birth of the Dead\14 I Know You Rider.mp3"
"Estimated Prophet|30 Days of Dead","2","9450","Estimated Prophet","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\estimatedprophet.mp3"
"Estimated Prophet|30 Days of Dead","2","25716","Estimated Prophet","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\estimatedprophet.mp3"
"Come and Go Blues|Stand Back: the Anthology","2","23222","Come and Go Blues","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\03 Come and Go Blues.mp3"
"Come and Go Blues|Stand Back: the Anthology","2","32514","Come and Go Blues","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\2-03 Come and Go Blues.m4a"
"New Horizons|Mountain Tracks, Volume 5","2","32338","New Horizons","Yonder Mountain String Band","Yonder Mountain String Band","Mountain Tracks, Volume 5","P:\FANTOM HDS721010CLA332\Media\Music\Yonder Mountain String Band\Mountain Tracks, Volume 5\201 - New Horizon.mp3"
"New Horizons|Mountain Tracks, Volume 5","2","32342","New Horizons","Yonder Mountain String Band","Yonder Mountain String Band","Mountain Tracks, Volume 5","P:\FANTOM HDS721010CLA332\Media\Music\Yonder Mountain String Band\Mountain Tracks, Volume 5\203 - New Horizons.mp3"
"Baba O'riley|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30782","Baba O'riley","The Who","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-340 Baba O'riley 2.mp3"
"Baba O'riley|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30784","Baba O'riley","The Who","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-340 Baba O'riley.mp3"
"Spanish Harlem|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30818","Spanish Harlem","Ben E. King","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-349 Spanish Harlem 2.mp3"
"Spanish Harlem|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30820","Spanish Harlem","Ben E. King","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-349 Spanish Harlem.mp3"
"A Good Man Like Me|Del and the Boys","2","7108","A Good Man Like Me","The Del McCoury Band","Del McCoury","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\Del Mccoury\Del and the Boys\11 - A Good Man Like Me.mp3"
"A Good Man Like Me|Del and the Boys","2","24968","A Good Man Like Me","The Del McCoury Band","The Del McCoury Band","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\The Del McCoury Band\Del and the Boys\The Del McCoury Band-Del and the Boys-11-A Good Man Like Me.mp3"
"The King's Shilling|Del and the Boys","2","7104","The King's Shilling","The Del McCoury Band","Del McCoury","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\Del Mccoury\Del and the Boys\09 - The King's Shilling.mp3"
"The King's Shilling|Del and the Boys","2","24964","The King's Shilling","The Del McCoury Band","The Del McCoury Band","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\The Del McCoury Band\Del and the Boys\The Del McCoury Band-Del and the Boys-09-The King's Shilling.mp3"
"Fight This Generation|Wowee Zowee: Sordid Sentinels Edition","2","17876","Fight This Generation","Pavement","Pavement","Wowee Zowee: Sordid Sentinels Edition","P:\FANTOM HDS721010CLA332\Media\Music\Pavement\Wowee Zowee Sordid Sentinels Edition\03 Fight This Generation.mp3"
"Fight This Generation|Wowee Zowee: Sordid Sentinels Edition","2","17920","Fight This Generation","Pavement","Pavement","Wowee Zowee: Sordid Sentinels Edition","P:\FANTOM HDS721010CLA332\Media\Music\Pavement\Wowee Zowee Sordid Sentinels Edition\14 Fight This Generation.mp3"
"Shakedown Street|30 Days of Dead","2","9474","Shakedown Street","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\shakedownstreet.mp3"
"Shakedown Street|30 Days of Dead","2","25740","Shakedown Street","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\shakedownstreet.mp3"
"Harpua >|Live Phish, Volume 02","2","18548","Harpua >","Phish","Phish","Live Phish, Volume 02","P:\FANTOM HDS721010CLA332\Media\Music\Phish\Live Phish, Volume 02\04 Harpua.mp3"
"Harpua >|Live Phish, Volume 02","2","18560","Harpua >","Phish","Phish","Live Phish, Volume 02","P:\FANTOM HDS721010CLA332\Media\Music\Phish\Live Phish, Volume 02\06 Harpua 1.mp3"
"The Bluegrass Country|Del and the Boys","2","7096","The Bluegrass Country","The Del McCoury Band","Del McCoury","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\Del Mccoury\Del and the Boys\05 - The Bluegrass Country.mp3"
"The Bluegrass Country|Del and the Boys","2","24956","The Bluegrass Country","The Del McCoury Band","The Del McCoury Band","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\The Del McCoury Band\Del and the Boys\The Del McCoury Band-Del and the Boys-05-The Bluegrass Country.mp3"
"The Man Who Stepped Into Yesterday >|Live Phish, Volume 10","2","18924","The Man Who Stepped Into Yesterday >","Phish","Phish","Live Phish, Volume 10","P:\FANTOM HDS721010CLA332\Media\Music\Phish\Live Phish, Volume 10\11 The Man Who Stepped Into Yesterday 1.mp3"
"The Man Who Stepped Into Yesterday >|Live Phish, Volume 10","2","18928","The Man Who Stepped Into Yesterday >","Phish","Phish","Live Phish, Volume 10","P:\FANTOM HDS721010CLA332\Media\Music\Phish\Live Phish, Volume 10\13 The Man Who Stepped Into Yesterday 1.mp3"
"Jazzing|Strictly Instrumental","2","8202","Jazzing","Flatt & Scruggs With Doc Watson","Flatt & Scruggs","Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs\Strictly Instrumental\04-Jazzing.mp3"
"Jazzing|Strictly Instrumental","2","8324","Jazzing","Flatt & Scruggs with Doc Watson",,"Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs with Doc Watson\Strictly Instrumental\04 - Jazzing.mp3"
"When Dey Wud No Crawfish|Greetings From Wawa","2","17320","When Dey Wud No Crawfish","Old Crow Medicine Show","Old Crow Medicine Show","Greetings From Wawa","P:\FANTOM HDS721010CLA332\Media\Music\Old Crow Medicine Show\Greetings From Wawa\13 - old crow medicine show - when dey wud no crawfish.mp3"
"When Dey Wud No Crawfish|Greetings From Wawa","2","17322","When Dey Wud No Crawfish","Old Crow Medicine Show","Old Crow Medicine Show","Greetings From Wawa","P:\FANTOM HDS721010CLA332\Media\Music\Old Crow Medicine Show\Greetings From Wawa\13 - when dey wud no crawfish.mp3"
"Keep on Chooglin' (live)|Boxed Set","2","6470","Keep on Chooglin' (live)","Creedence Clearwater Revival","Creedence Clearwater Revival","Boxed Set","P:\FANTOM HDS721010CLA332\Media\Music\Creedence Clearwater Revival\Boxed Set\Creedence Clearwater Revival - CCR Box Set - Disk 6 - 04 - Keep On Chooglin' (Live).mp3"
"Keep on Chooglin' (live)|Boxed Set","2","6498","Keep on Chooglin' (live)","Creedence Clearwater Revival","Creedence Clearwater Revival","Boxed Set","P:\FANTOM HDS721010CLA332\Media\Music\Creedence Clearwater Revival\Boxed Set\Creedence Clearwater Revival - CCR Box Set - Disk 6 - 18 - Keep On Chooglin' (Live).mp3"
"It's Just That Simple|A.M.","2","31606","It's Just That Simple","Wilco",,"A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\08-It's Just That Simple.mp3"
"It's Just That Simple|A.M.","2","31632","It's Just That Simple","Wilco","Wilco","A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\Wilco - A.M. - 08 - It's Just That Simple.mp3"
"Blue Eyed Soul|A.M.","2","31614","Blue Eyed Soul","Wilco",,"A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\12-Blue Eyed Soul.mp3"
"Blue Eyed Soul|A.M.","2","31640","Blue Eyed Soul","Wilco","Wilco","A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\Wilco - A.M. - 12 - Blue Eyed Soul.mp3"
"Cool It Down|Loaded","2","27440","Cool It Down","The Velvet Underground","The Velvet Underground","Loaded","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\Loaded\1-04 Cool It Down.mp3"
"Cool It Down|Loaded","2","27472","Cool It Down","The Velvet Underground","The Velvet Underground","Loaded","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\Loaded\2-04 Cool It Down (Early Version).mp3"
"Come as You Are|'Round the Wheel","2","27046","Come as You Are","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\02 - String Cheese Incident - Come As You Are.mp3"
"Come as You Are|'Round the Wheel","2","27048","Come as You Are","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\02 Come As You Are.m4a"
"Jesus|The Velvet Underground","2","27686","Jesus","The Velvet Underground","The Velvet Underground","The Velvet Underground","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\The Velvet Underground\05 - Jesus.mp3"
"Jesus|The Velvet Underground","2","27688","Jesus","The Velvet Underground","The Velvet Underground","The Velvet Underground","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\The Velvet Underground\05 Jesus.mp3"
"Bill Cheatham|Strictly Instrumental","2","8216","Bill Cheatham","Flatt & Scruggs With Doc Watson","Flatt & Scruggs","Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs\Strictly Instrumental\11-Bill Cheatham.mp3"
"Bill Cheatham|Strictly Instrumental","2","8338","Bill Cheatham","Flatt & Scruggs with Doc Watson",,"Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs with Doc Watson\Strictly Instrumental\11 - Bill Cheatham.mp3"
"Honky Tonk Women|Pickin' On The Rolling Stones","2","20420","Honky Tonk Women","Pickin' on Series","Pickin' on Series","Pickin' On The Rolling Stones","P:\FANTOM HDS721010CLA332\Media\Music\Pickin' On Series\Pickin' On The Rolling Stones\01 - Honky Tonk Women.mp3"
"Honky Tonk Women|Pickin' On The Rolling Stones","2","20444","Honky Tonk Women","Pickin' on Series","Pickin' on Series","Pickin' On The Rolling Stones","P:\FANTOM HDS721010CLA332\Media\Music\Pickin' On Series\Pickin' On The Rolling Stones\13 - Honky Tonk Women.mp3"
"The Gift|White Light/White Heat","2","27766","The Gift","The Velvet Underground","The Velvet Underground","White Light/White Heat","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\White LightWhite Heat\02 - The Gift.mp3"
"The Gift|White Light/White Heat","2","27768","The Gift","The Velvet Underground","The Velvet Underground","White Light/White Heat","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\White LightWhite Heat\02 The Gift.mp3"
"Segue 3|We Walk This Road","2","20898","Segue 3","Randolph, Robert & The Family Band",,"We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Randolph, Robert & The Family Band\We Walk This Road\07-Segue 3.mp3"
"Segue 3|We Walk This Road","2","21710","Segue 3","Robert Randolph & The Family Band","Robert Randolph & The Family Band","We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Robert Randolph & The Family Band\We Walk This Road\07-robert_randolph_and_the_family_band-segue_3.mp3"
"I Thought I Held You|A.M.","2","31602","I Thought I Held You","Wilco",,"A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\06-I Thought I Held You.mp3"
"I Thought I Held You|A.M.","2","31628","I Thought I Held You","Wilco","Wilco","A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\Wilco - A.M. - 06 - I Thought I Held You.mp3"
"Hey Jude >|Live: Coliseum Hamilton, Ontario, Canada","2","9938","Hey Jude >","Grateful Dead","Grateful Dead","Live: Coliseum Hamilton, Ontario, Canada","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\Live Coliseum Hamilton, Ontario, Canada\17 - Hey Jude .mp3"
"Hey Jude >|Live: Coliseum Hamilton, Ontario, Canada","2","9942","Hey Jude >","Grateful Dead","Grateful Dead","Live: Coliseum Hamilton, Ontario, Canada","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\Live Coliseum Hamilton, Ontario, Canada\19 - Hey Jude .mp3"
"News Peedway Boogie|30 Days of Dead","2","9466","News Peedway Boogie","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\newspeedwayboogie.mp3"
"News Peedway Boogie|30 Days of Dead","2","25732","News Peedway Boogie","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\newspeedwayboogie.mp3"
"Hell and High Water|Stand Back: the Anthology","2","23250","Hell and High Water","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\10 Hell & High Water.mp3"
"Hell and High Water|Stand Back: the Anthology","2","32542","Hell and High Water","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\2-10 Hell and High Water.m4a"
"Candle In The Wind|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30810","Candle In The Wind","Elton John","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-347 Candle In The Wind 2.mp3"
"Candle In The Wind|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30812","Candle In The Wind","Elton John","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-347 Candle In The Wind.mp3"
"He's Gone A|30 Days of Dead","2","9454","He's Gone A","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\hesgonea.mp3"
"He's Gone A|30 Days of Dead","2","25720","He's Gone A","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\hesgonea.mp3"
"Mulche's Odyssey|Jimmy Stewart 2007","2","28744","Mulche's Odyssey","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-01-Mulche's Odyssey.mp3"
"Mulche's Odyssey|Jimmy Stewart 2007","2","28746","Mulche's Odyssey","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-02-Mulche's Odyssey.mp3"
"Shouldn't Be Ashamed|A.M.","2","31598","Shouldn't Be Ashamed","Wilco",,"A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\04-Shouldn't Be Ashamed.mp3"
"Shouldn't Be Ashamed|A.M.","2","31624","Shouldn't Be Ashamed","Wilco","Wilco","A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\Wilco - A.M. - 04 - Shouldn't Be Ashamed.mp3"
"Don't Change|We Walk This Road","2","20904","Don't Change","Randolph, Robert & The Family Band",,"We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Randolph, Robert & The Family Band\We Walk This Road\10-Don't Change.mp3"
"Don't Change|We Walk This Road","2","21716","Don't Change","Robert Randolph & The Family Band","Robert Randolph & The Family Band","We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Robert Randolph & The Family Band\We Walk This Road\10-robert_randolph_and_the_family_band-dont_change.mp3"
"Rock & Roll|Loaded","2","27438","Rock & Roll","The Velvet Underground","The Velvet Underground","Loaded","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\Loaded\1-03 Rock & Roll.mp3"
"Rock & Roll|Loaded","2","27470","Rock & Roll","The Velvet Underground","The Velvet Underground","Loaded","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\Loaded\2-03 Rock & Roll (Demo).mp3"
"I Heard Her Call My Name|White Light/White Heat","2","27778","I Heard Her Call My Name","The Velvet Underground","The Velvet Underground","White Light/White Heat","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\White LightWhite Heat\05 - I Heard Her Call My Name.mp3"
"I Heard Her Call My Name|White Light/White Heat","2","27780","I Heard Her Call My Name","The Velvet Underground","The Velvet Underground","White Light/White Heat","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\White LightWhite Heat\05 I Heard Her Call My Name.mp3"
"Misterioso|The Complete Blue Note Recordings","2","28312","Misterioso","Thelonious Monk","Thelonious Monk","The Complete Blue Note Recordings","P:\FANTOM HDS721010CLA332\Media\Music\Thelonious Monk\The Complete Blue Note Recordings\05 - Misterioso.mp3"
"Misterioso|The Complete Blue Note Recordings","2","28350","Misterioso","Thelonious Monk","Thelonious Monk","The Complete Blue Note Recordings","P:\FANTOM HDS721010CLA332\Media\Music\Thelonious Monk\The Complete Blue Note Recordings\11 - Misterioso.mp3"
"Mason's Children|30 Days of Dead","2","9458","Mason's Children","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\masonschildren.mp3"
"Mason's Children|30 Days of Dead","2","25724","Mason's Children","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\masonschildren.mp3"
"Kris Kraft|Wowee Zowee: Sordid Sentinels Edition","2","17890","Kris Kraft","Pavement","Pavement","Wowee Zowee: Sordid Sentinels Edition","P:\FANTOM HDS721010CLA332\Media\Music\Pavement\Wowee Zowee Sordid Sentinels Edition\07 Kris Kraft.mp3"
"Kris Kraft|Wowee Zowee: Sordid Sentinels Edition","2","17952","Kris Kraft","Pavement","Pavement","Wowee Zowee: Sordid Sentinels Edition","P:\FANTOM HDS721010CLA332\Media\Music\Pavement\Wowee Zowee Sordid Sentinels Edition\23 Kris Kraft.mp3"
"Piece Of My Heart|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30798","Piece Of My Heart","Big Brother & The Holding Company","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-344 Piece Of My Heart 2.mp3"
"Piece Of My Heart|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30800","Piece Of My Heart","Big Brother & The Holding Company","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-344 Piece Of My Heart.mp3"
"Traveling Shoes|We Walk This Road","2","20888","Traveling Shoes","Randolph, Robert & The Family Band",,"We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Randolph, Robert & The Family Band\We Walk This Road\02-Traveling Shoes.mp3"
"Traveling Shoes|We Walk This Road","2","21700","Traveling Shoes","Robert Randolph & The Family Band","Robert Randolph & The Family Band","We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Robert Randolph & The Family Band\We Walk This Road\02-robert_randolph_and_the_family_band-traveling_shoes.mp3"
"Sailor->Saint|30 Days of Dead","2","9470","Sailor->Saint","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\sailorsaint.mp3"
"Sailor->Saint|30 Days of Dead","2","25736","Sailor->Saint","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\sailorsaint.mp3"
"MLT|'Round the Wheel","2","27070","MLT","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\08 - String Cheese Incident - MLT.mp3"
"MLT|'Round the Wheel","2","27072","MLT","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\08 MLT.m4a"
"Althea|30 Days of Dead","2","9434","Althea","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\althea.mp3"
"Althea|30 Days of Dead","2","25700","Althea","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\althea.mp3"
"Melissa|Stand Back: the Anthology","2","23262","Melissa","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\13 Melissa.mp3"
"Melissa|Stand Back: the Anthology","2","32554","Melissa","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\1-13 Melissa.m4a"
"Some Kinda Love|The Velvet Underground","2","27678","Some Kinda Love","The Velvet Underground","The Velvet Underground","The Velvet Underground","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\The Velvet Underground\03 - Some Kinda Love.mp3"
"Some Kinda Love|The Velvet Underground","2","27680","Some Kinda Love","The Velvet Underground","The Velvet Underground","The Velvet Underground","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\The Velvet Underground\03 Some Kinda Love.mp3"
"Southbound|Stand Back: the Anthology","2","23228","Southbound","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\04 Southbound.mp3"
"Southbound|Stand Back: the Anthology","2","32520","Southbound","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\2-04 Southbound.m4a"
"On the Road|'Round the Wheel","2","27054","On the Road","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\04 - String Cheese Incident - On The Road.mp3"
"On the Road|'Round the Wheel","2","27056","On the Road","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\04 On The Road.m4a"
"One Way Out (live)|Stand Back: the Anthology","2","23256","One Way Out (live)","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\11 One Way Out [Live].mp3"
